exchanges,hours,last_exchange,members,offers,requests,timebank,timestamp
160,231,1 year 40 weeks ago,44,14,14,washingtoncountywi,2019-01-29 09:36:18
5,8,3 years 41 weeks ago,19,18,18,pay4wardbank,2019-01-29 09:36:18
11978,41287,15 hours 23 min ago,164,49,67,patb,2019-01-29 09:36:18
177,406,6 days 15 hours ago,24,5,8,porirua,2019-01-29 09:36:18
none (start up),none (start up),none (start up),2,0,0,pridestl,2019-01-29 09:36:18
363,864,1 year 51 weeks ago,77,5,8,projectbunbury,2019-01-29 09:36:18
107,344,2 weeks 13 hours ago,32,43,46,reciprocity,2019-01-29 09:36:18
3,7,1 year 34 weeks ago,12,0,0,rvtb,2019-01-29 09:36:18
none (start up),none (start up),none (start up),5,3,3,scouts,2019-01-29 09:36:18
1980,4576,9 hours 6 min ago,216,126,131,sebastopolarea,2019-01-29 09:36:18
5161,16941,2 years 30 weeks ago,157,0,0,sobrantepark,2019-01-29 09:36:18
128,499,7 min 18 sec ago,23,15,7,springhillfl,2019-01-29 09:36:18
2,29856,28 weeks 3 days ago,9,2,2,spurt,2019-01-29 09:36:18
3320,7826,3 hours 32 min ago,169,182,213,stpete,2019-01-29 09:36:18
2,7,18 weeks 2 days ago,126,5,4,startribehours,2019-01-29 09:36:18
1965,4761,6 days 9 hours ago,51,106,93,swel,2019-01-29 09:36:18
29,149,37 weeks 6 days ago,28,16,9,takomatime,2019-01-29 09:36:18
12,52,47 weeks 15 hours ago,12,17,16,taneycounty,2019-01-29 09:36:18
2546,5788,4 hours 23 min ago,294,64,64,taranaki,2019-01-29 09:36:18
1,2,13 weeks 1 day ago,19,1,2,thecommunityproject,2019-01-29 09:36:18
3004,6088,1 day 10 hours ago,266,46,36,huttsouth,2019-01-29 09:36:18
11930,153380,15 hours 24 min ago,861,16,26,lyttelton,2019-01-29 09:36:18
1,2,2 years 5 days ago,10,1,1,sanctuaryseniorvillage,2019-01-29 09:36:18
4512,7863,7 weeks 20 hours ago,65,161,160,tierrasanta,2019-01-29 09:36:18
3,3,3 years 26 weeks ago,18,0,0,galesburgil,2019-01-29 09:36:18
446,1950,1 year 13 weeks ago,209,2,2,westmilford,2019-01-29 09:36:18
495,952,3 hours 48 min ago,119,87,86,stannsbay,2019-01-29 09:36:18
21,42,12 weeks 1 day ago,16,1,4,kaikoura,2019-01-29 09:36:18
4541,28678,13 hours 42 min ago,177,79,84,mainetime,2019-01-29 09:36:18
26,647,13 weeks 1 day ago,24,3,3,newzealand,2019-01-29 09:36:18
95,61,2 years 3 weeks ago,79,1,1,tbfredericton,2019-01-29 09:36:18
none (start up),none (start up),none (start up),2,0,0,tbhawaii,2019-01-29 09:36:18
3436,14916,2 days 10 hours ago,340,19,16,hurunui,2019-01-29 09:36:18
441,2953,14 weeks 1 day ago,165,31,32,mcs1stopindy,2019-01-29 09:36:18
730,1995,5 weeks 9 hours ago,87,40,49,manawatu,2019-01-29 09:36:18
3915,16326,29 weeks 6 days ago,349,10,9,media,2019-01-29 09:36:18
727,3136,4 days 2 hours ago,9,54,56,nb,2019-01-29 09:36:18
2242,5079,1 day 6 hours ago,117,39,31,raglan,2019-01-29 09:36:18
1699,8179,13 hours 42 min ago,75,27,24,upperhutt,2019-01-29 09:36:18
30,87,1 week 1 day ago,23,7,7,waimakariri,2019-01-29 09:36:18
none (start up),none (start up),none (start up),2,0,0,tb13069,2019-01-29 09:36:18
2491,5595,4 days 17 hours ago,184,29,23,tops,2019-01-29 09:36:18
9863,37779,52 sec ago,655,1,1,korea,2019-01-29 09:36:18
37,63,3 years 34 weeks ago,33,4,4,tlv,2019-01-29 09:36:18
317,1563,4 days 19 hours ago,134,23,29,timeforall,2019-01-29 09:36:18
579,3717,1 year 32 weeks ago,97,4,4,timetradersnorth,2019-01-29 09:36:18
19,170,3 weeks 5 days ago,53,4,6,togetherwecan,2019-01-29 09:36:18
136,317,25 weeks 22 hours ago,41,15,15,tullyarea,2019-01-29 09:36:18
none (start up),none (start up),none (start up),2,0,0,ubuntu,2019-01-29 09:36:18
2013,7475,20 hours 44 sec ago,329,5,2,udc,2019-01-29 09:36:18
188,683,6 days 8 hours ago,94,13,19,unityexchange,2019-01-29 09:36:18
none (start up),none (start up),none (start up),2,0,0,uva,2019-01-29 09:36:18
112,217,3 years 1 week ago,36,0,0,villagece,2019-01-29 09:36:18
1913,4686,21 weeks 15 hours ago,245,12,10,waikato,2019-01-29 09:36:18
159,324,2 weeks 15 hours ago,62,67,66,wairarapa,2019-01-29 09:36:18
227,372,49 weeks 3 days ago,44,2,3,waitaki,2019-01-29 09:36:18
57,920,29 weeks 1 day ago,55,3,3,wanaka,2019-01-29 09:36:18
8525,21901,15 hours 10 min ago,596,78,107,wellingtonsouth,2019-01-29 09:36:18
35,61,26 weeks 5 days ago,17,2,4,westprairievillage,2019-01-29 09:36:18
3459,9863,14 hours 18 min ago,409,59,80,westseattle,2019-01-29 09:36:18
1,1,1 year 32 weeks ago,10,0,0,wncw,2019-01-29 09:36:18
20,30,2 years 30 weeks ago,25,0,0,wecompassionatecommunity,2019-01-29 09:36:18
158,1058,1 week 6 days ago,151,10,9,york,2019-01-29 09:36:18
1135,6024,1 day 10 hours ago,179,36,30,addington,2019-01-30 09:58:32
439,1375,2 years 42 weeks ago,207,0,0,aha,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,alticultura,2019-01-30 09:58:32
2,3,3 years 13 weeks ago,8,0,0,andersoncommunity,2019-01-30 09:58:32
1,5,1 year 31 weeks ago,8,4,4,ate,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,avl,2019-01-30 09:58:32
2179,4889,6 weeks 3 days ago,58,90,81,atx,2019-01-30 09:58:32
7,14,1 year 48 weeks ago,11,0,0,labodunautilus,2019-01-30 09:58:32
74,384,6 weeks 1 day ago,37,2,2,blackhills,2019-01-30 09:58:32
203,1157,1 day 10 hours ago,179,62,50,ujimaboston,2019-01-30 09:58:32
17424,52421,20 hours 3 min ago,169,160,191,brattleboro,2019-01-30 09:58:32
1054,6094,1 day 13 hours ago,173,26,32,bridge2rocks,2019-01-30 09:58:32
10992,26297,22 hours 9 min ago,124,105,117,capeann,2019-01-30 09:58:32
397,915,22 hours 51 min ago,50,11,4,care,2019-01-30 09:58:32
5,6,1 year 8 weeks ago,2,0,0,engaging,2019-01-30 09:58:32
837,2057,14 hours 24 min ago,108,31,32,cris,2019-01-30 09:58:32
none (start up),none (start up),none (start up),4,0,0,centraliowa,2019-01-30 09:58:32
56,102,6 weeks 6 days ago,71,14,14,lincolnskillshare,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,nzcentralpermaculture,2019-01-30 09:58:32
none (start up),none (start up),none (start up),5,0,0,changexchange,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,circlenomic,2019-01-30 09:58:32
none (start up),none (start up),none (start up),8,4,4,citypark,2019-01-30 09:58:32
6313,14406,19 hours 9 min ago,284,127,115,columbia,2019-01-30 09:58:32
6,18,3 weeks 4 days ago,22,6,7,slocanvalley,2019-01-30 09:58:32
625,7712,3 years 39 weeks ago,453,10,9,manasota,2019-01-30 09:58:32
30191,209344,1 week 5 days ago,221,6881,6857,tdn,2019-01-30 09:58:32
381,977,9 hours 10 min ago,18,80,76,cse,2019-01-30 09:58:32
1463,4918,7 hours 8 min ago,58,41,43,communityskillexchange,2019-01-30 09:58:32
69,117,4 days 20 hours ago,93,77,15,richmondcounty,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,northfrontenac,2019-01-30 09:58:32
5,22,3 years 21 weeks ago,11,0,0,katytx,2019-01-30 09:58:32
22543,69086,11 hours 52 min ago,328,244,271,crookedriver,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,danvilledollars,2019-01-30 09:58:32
361,1080,8 weeks 22 hours ago,219,42,38,dc,2019-01-30 09:58:32
405,1285,1 year 9 weeks ago,127,0,0,dhe,2019-01-30 09:58:32
4,5,1 year 26 weeks ago,52,1,1,denton,2019-01-30 09:58:32
645,5341,5 days 14 hours ago,101,32,31,dunedin,2019-01-30 09:58:32
none (start up),none (start up),none (start up),8,0,0,durham,2019-01-30 09:58:32
none (start up),none (start up),none (start up),4,0,0,eann,2019-01-30 09:58:32
227,811,1 week 6 days ago,94,11,14,earn,2019-01-30 09:58:32
5646,19627,1 week 1 day ago,192,33,32,eastbay,2019-01-30 09:58:32
10,119,2 years 29 weeks ago,6,0,0,fablabchch,2019-01-30 09:58:32
1,1,29 weeks 1 day ago,5,0,1,fairbanks,2019-01-30 09:58:32
3,12,33 weeks 14 hours ago,33,1,1,farnorth,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,farmster,2019-01-30 09:58:32
1,1,2 years 19 weeks ago,6,0,0,flourish,2019-01-30 09:58:32
723,1603,4 days 19 hours ago,91,46,49,frederick,2019-01-30 09:58:32
1,1,1 year 38 weeks ago,15,0,0,ghoodcalgary,2019-01-30 09:58:32
none (start up),none (start up),none (start up),1,0,0,karma,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,globetable,2019-01-30 09:58:32
21,51,2 weeks 1 day ago,24,13,4,goodneighborstb,2019-01-30 09:58:32
4,13,3 years 6 weeks ago,14,9,9,scgm,2019-01-30 09:58:32
519,1179,1 week 1 day ago,52,34,36,greatbay,2019-01-30 09:58:32
10,25,3 years 6 weeks ago,8,0,0,gct,2019-01-30 09:58:32
59,99,47 weeks 1 day ago,50,12,12,greaterheights,2019-01-30 09:58:32
326,1282,33 weeks 4 days ago,202,102,103,gwtb,2019-01-30 09:58:32
23,111,12 weeks 6 days ago,9,10,10,choptank,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,healthyoutcomeswin,2019-01-30 09:58:32
38,47,2 years 5 weeks ago,31,0,0,bc-historyofmoney,2019-01-30 09:58:32
none (start up),none (start up),none (start up),1,0,0,hopexchange,2019-01-30 09:58:32
49,106,1 year 38 weeks ago,42,3,3,hour4ourworld,2019-01-30 09:58:32
25,60,22 weeks 5 days ago,38,19,19,hourcommunityinterfaith,2019-01-30 09:58:32
116,117,1 week 1 day ago,50,9,9,isiinc,2019-01-30 09:58:32
16,49,21 weeks 1 day ago,66,8,8,jeffersoncommunity,2019-01-30 09:58:32
117,189,1 year 5 weeks ago,37,3,3,jerseyshore,2019-01-30 09:58:32
2197,11171,2 days 13 hours ago,119,74,85,kaitaia,2019-01-30 09:58:32
none (start up),none (start up),none (start up),3,0,0,kapiti50,2019-01-30 09:58:32
none (start up),none (start up),none (start up),1,0,0,klc,2019-01-30 09:58:32
1,2,3 years 26 weeks ago,4,0,0,khokha,2019-01-30 09:58:32
72,179,24 weeks 2 days ago,121,15,20,letsbmore,2019-01-30 09:58:32
none (start up),none (start up),none (start up),11,0,0,margination,2019-01-30 09:58:32
5,5,1 year 48 weeks ago,6,0,0,meadville,2019-01-30 09:58:32
1382,4331,1 day 13 hours ago,152,42,80,midcanterbury,2019-01-30 09:58:32
161,414,3 years 16 weeks ago,29,1,1,mk,2019-01-30 09:58:32
2,4,2 years 15 weeks ago,5,0,0,mttimeexchange,2019-01-30 09:58:32
117,371,17 weeks 3 days ago,67,10,5,murihiku,2019-01-30 09:58:32
none (start up),none (start up),none (start up),17,0,0,mwdi,2019-01-30 09:58:32
263,2245,5 weeks 6 days ago,467,18,9,nbnneighborhoodnetwork,2019-01-30 09:58:32
31,34,19 weeks 2 days ago,18,9,4,piedmont,2019-01-30 09:58:32
none (start up),none (start up),none (start up),3,0,0,theneighborhoodvillage,2019-01-30 09:58:32
53,152,2 years 41 weeks ago,17,0,0,nerd,2019-01-30 09:58:32
201,344,1 week 4 days ago,127,38,28,nether-swarthmore,2019-01-30 09:58:32
784,2072,1 day 22 hours ago,145,64,59,nrv,2019-01-30 09:58:32
1217,2807,2 days 9 hours ago,362,156,156,nola,2019-01-30 09:58:32
none (start up),none (start up),none (start up),5,2,2,norman,2019-01-30 09:58:32
none (start up),none (start up),none (start up),3,0,0,ncc,2019-01-30 09:58:32
1613,4291,1 week 6 days ago,137,35,26,northwestnewjersey,2019-01-30 09:58:32
31,86,3 years 25 weeks ago,87,0,0,oahu,2019-01-30 09:58:32
60,106,10 weeks 2 days ago,40,32,23,ojai,2019-01-30 09:58:32
16454,49351,14 hours 35 min ago,164,200,198,orexchange,2019-01-30 09:58:32
2778,7396,9 weeks 4 days ago,74,8,8,otaki,2019-01-30 09:58:32
10,23,2 years 45 weeks ago,6,1,1,ourcommunity,2019-01-30 09:58:32
49,253,1 year 49 weeks ago,32,0,0,oscab,2019-01-30 09:58:32
160,231,1 year 40 weeks ago,44,14,14,washingtoncountywi,2019-01-30 09:58:32
5,8,3 years 42 weeks ago,19,18,18,pay4wardbank,2019-01-30 09:58:32
11978,41287,1 day 15 hours ago,164,49,68,patb,2019-01-30 09:58:32
177,406,1 week 15 hours ago,24,5,8,porirua,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,pridestl,2019-01-30 09:58:32
363,864,1 year 52 weeks ago,77,5,8,projectbunbury,2019-01-30 09:58:32
107,344,2 weeks 1 day ago,32,43,46,reciprocity,2019-01-30 09:58:32
3,7,1 year 34 weeks ago,12,0,0,rvtb,2019-01-30 09:58:32
none (start up),none (start up),none (start up),5,3,3,scouts,2019-01-30 09:58:32
1983,4569,9 hours 57 min ago,216,126,131,sebastopolarea,2019-01-30 09:58:32
5161,16941,2 years 30 weeks ago,157,0,0,sobrantepark,2019-01-30 09:58:32
128,499,1 day 29 min ago,23,16,8,springhillfl,2019-01-30 09:58:32
2,29856,28 weeks 4 days ago,9,2,2,spurt,2019-01-30 09:58:32
3335,7859,1 hour 40 min ago,169,182,213,stpete,2019-01-30 09:58:32
2,7,18 weeks 3 days ago,126,5,4,startribehours,2019-01-30 09:58:32
1965,4761,1 week 9 hours ago,51,106,93,swel,2019-01-30 09:58:32
29,149,38 weeks 21 hours ago,28,16,9,takomatime,2019-01-30 09:58:32
12,52,47 weeks 1 day ago,12,17,16,taneycounty,2019-01-30 09:58:32
2548,5790,11 hours 22 min ago,294,65,63,taranaki,2019-01-30 09:58:32
1,2,13 weeks 2 days ago,19,1,2,thecommunityproject,2019-01-30 09:58:32
3015,6124,15 hours 11 min ago,266,46,36,huttsouth,2019-01-30 09:58:32
11930,153380,1 day 15 hours ago,861,16,29,lyttelton,2019-01-30 09:58:32
1,2,2 years 6 days ago,10,1,1,sanctuaryseniorvillage,2019-01-30 09:58:32
4512,7863,7 weeks 1 day ago,65,161,160,tierrasanta,2019-01-30 09:58:32
3,3,3 years 26 weeks ago,18,0,0,galesburgil,2019-01-30 09:58:32
446,1950,1 year 13 weeks ago,209,2,2,westmilford,2019-01-30 09:58:32
495,952,1 day 4 hours ago,119,87,86,stannsbay,2019-01-30 09:58:32
21,42,12 weeks 2 days ago,16,1,4,kaikoura,2019-01-30 09:58:32
4541,28678,1 day 14 hours ago,177,80,85,mainetime,2019-01-30 09:58:32
26,647,13 weeks 2 days ago,24,3,3,newzealand,2019-01-30 09:58:32
95,61,2 years 3 weeks ago,79,1,1,tbfredericton,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,tbhawaii,2019-01-30 09:58:32
3437,14919,13 hours 44 min ago,340,19,17,hurunui,2019-01-30 09:58:32
441,2953,14 weeks 2 days ago,165,31,32,mcs1stopindy,2019-01-30 09:58:32
730,1995,5 weeks 1 day ago,87,40,49,manawatu,2019-01-30 09:58:32
3915,16326,30 weeks 19 hours ago,349,10,9,media,2019-01-30 09:58:32
727,3136,5 days 2 hours ago,9,54,56,nb,2019-01-30 09:58:32
2245,5084,7 hours 27 min ago,117,37,29,raglan,2019-01-30 09:58:32
1699,8179,1 day 14 hours ago,75,27,24,upperhutt,2019-01-30 09:58:32
30,87,1 week 2 days ago,23,7,7,waimakariri,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,tb13069,2019-01-30 09:58:32
2496,5600,18 hours 7 min ago,184,29,23,tops,2019-01-30 09:58:32
9863,37779,1 day 23 min ago,655,1,1,korea,2019-01-30 09:58:32
37,63,3 years 34 weeks ago,33,4,4,tlv,2019-01-30 09:58:32
317,1563,5 days 20 hours ago,134,23,29,timeforall,2019-01-30 09:58:32
579,3717,1 year 33 weeks ago,97,4,4,timetradersnorth,2019-01-30 09:58:32
19,170,3 weeks 6 days ago,53,4,6,togetherwecan,2019-01-30 09:58:32
136,317,25 weeks 1 day ago,41,15,15,tullyarea,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,ubuntu,2019-01-30 09:58:32
2014,7515,17 hours 59 min ago,330,6,3,udc,2019-01-30 09:58:32
188,683,1 week 8 hours ago,94,13,19,unityexchange,2019-01-30 09:58:32
none (start up),none (start up),none (start up),2,0,0,uva,2019-01-30 09:58:32
112,217,3 years 1 week ago,36,0,0,villagece,2019-01-30 09:58:32
1913,4686,21 weeks 1 day ago,245,12,10,waikato,2019-01-30 09:58:32
159,324,2 weeks 1 day ago,62,67,66,wairarapa,2019-01-30 09:58:32
227,372,49 weeks 4 days ago,44,2,3,waitaki,2019-01-30 09:58:32
57,920,29 weeks 2 days ago,55,3,3,wanaka,2019-01-30 09:58:32
8526,21903,6 hours 26 min ago,596,78,110,wellingtonsouth,2019-01-30 09:58:32
35,61,26 weeks 6 days ago,17,2,3,westprairievillage,2019-01-30 09:58:32
3460,9865,12 hours 32 min ago,409,59,77,westseattle,2019-01-30 09:58:32
1,1,1 year 32 weeks ago,10,0,0,wncw,2019-01-30 09:58:32
20,30,2 years 30 weeks ago,25,0,0,wecompassionatecommunity,2019-01-30 09:58:32
158,1058,2 weeks 19 hours ago,151,10,9,york,2019-01-30 09:58:32
1136,6027,6 hours 18 min ago,179,37,31,addington,2019-01-31 09:22:06
439,1375,2 years 42 weeks ago,207,0,0,aha,2019-01-31 09:22:06
none (start up),none (start up),none (start up),2,0,0,alticultura,2019-01-31 09:22:06
2,3,3 years 13 weeks ago,8,0,0,andersoncommunity,2019-01-31 09:22:06
1,5,1 year 31 weeks ago,8,4,4,ate,2019-01-31 09:22:06
none (start up),none (start up),none (start up),2,0,0,avl,2019-01-31 09:22:06
2179,4889,6 weeks 4 days ago,58,90,81,atx,2019-01-31 09:22:06
7,14,1 year 48 weeks ago,11,0,0,labodunautilus,2019-01-31 09:22:06
74,384,6 weeks 2 days ago,37,2,2,blackhills,2019-01-31 09:22:06
203,1157,2 days 10 hours ago,179,62,50,ujimaboston,2019-01-31 09:22:06
17432,52496,13 hours 27 min ago,169,160,191,brattleboro,2019-01-31 09:22:06
1054,6094,2 days 12 hours ago,173,26,32,bridge2rocks,2019-01-31 09:22:06
10992,26297,1 day 21 hours ago,124,107,119,capeann,2019-01-31 09:22:06
397,915,1 day 22 hours ago,50,11,4,care,2019-01-31 09:22:06
5,6,1 year 8 weeks ago,2,0,0,engaging,2019-01-31 09:22:06
837,2057,1 day 13 hours ago,108,31,32,cris,2019-01-31 09:22:06
none (start up),none (start up),none (start up),4,0,0,centraliowa,2019-01-31 09:22:06
56,102,7 weeks 17 hours ago,71,14,14,lincolnskillshare,2019-01-31 09:22:06
none (start up),none (start up),none (start up),2,0,0,nzcentralpermaculture,2019-01-31 09:22:06
none (start up),none (start up),none (start up),5,0,0,changexchange,2019-01-31 09:22:06
none (start up),none (start up),none (start up),2,0,0,circlenomic,2019-01-31 09:22:06
none (start up),none (start up),none (start up),8,4,4,citypark,2019-01-31 09:22:06
6313,14406,1 day 18 hours ago,284,127,114,columbia,2019-01-31 09:22:06
6,18,3 weeks 5 days ago,22,6,7,slocanvalley,2019-01-31 09:22:06
625,7712,3 years 39 weeks ago,453,10,9,manasota,2019-01-31 09:22:06
30191,209344,1 week 6 days ago,221,6881,6857,tdn,2019-01-31 09:22:06
381,977,1 day 8 hours ago,18,80,76,cse,2019-01-31 09:22:06
1463,4918,1 day 6 hours ago,58,41,43,communityskillexchange,2019-01-31 09:22:06
69,117,5 days 20 hours ago,94,77,15,richmondcounty,2019-01-31 09:22:06
none (start up),none (start up),none (start up),2,0,0,northfrontenac,2019-01-31 09:22:06
5,22,3 years 21 weeks ago,11,0,0,katytx,2019-01-31 09:22:06
22550,69109,1 min 35 sec ago,330,246,269,crookedriver,2019-01-31 09:22:06
none (start up),none (start up),none (start up),2,0,0,danvilledollars,2019-01-31 09:22:06
361,1080,8 weeks 1 day ago,219,42,38,dc,2019-01-31 09:22:06
405,1285,1 year 9 weeks ago,127,0,0,dhe,2019-01-31 09:22:06
4,5,1 year 26 weeks ago,52,1,1,denton,2019-01-31 09:22:06
659,5427,2 hours 53 min ago,101,32,31,dunedin,2019-01-31 09:22:06
none (start up),none (start up),none (start up),8,0,0,durham,2019-01-31 09:22:06
none (start up),none (start up),none (start up),4,0,0,eann,2019-01-31 09:22:06
227,811,2 weeks 9 hours ago,94,10,14,earn,2019-01-31 09:22:06
5648,19632,16 hours 52 min ago,192,33,32,eastbay,2019-01-31 09:22:06
10,119,2 years 30 weeks ago,6,0,0,fablabchch,2019-01-31 09:22:06
1,1,29 weeks 2 days ago,5,0,1,fairbanks,2019-01-31 09:22:06
3,12,33 weeks 1 day ago,33,1,1,farnorth,2019-01-31 09:22:06
none (start up),none (start up),none (start up),2,0,0,farmster,2019-01-31 09:22:06
1,1,2 years 19 weeks ago,6,0,0,flourish,2019-01-31 09:22:06
723,1603,5 days 18 hours ago,91,46,49,frederick,2019-01-31 09:22:06
1,1,1 year 38 weeks ago,15,0,0,ghoodcalgary,2019-01-31 09:22:06
none (start up),none (start up),none (start up),1,0,0,karma,2019-01-31 09:22:06
none (start up),none (start up),none (start up),2,0,0,globetable,2019-01-31 09:22:06
21,51,2 weeks 2 days ago,24,13,4,goodneighborstb,2019-01-31 09:22:06
4,13,3 years 6 weeks ago,14,9,9,scgm,2019-01-31 09:22:06
519,1179,1 week 2 days ago,52,34,36,greatbay,2019-01-31 09:22:06
10,25,3 years 6 weeks ago,8,0,0,gct,2019-01-31 09:22:06
59,99,47 weeks 2 days ago,50,12,12,greaterheights,2019-01-31 09:22:06
326,1282,33 weeks 5 days ago,202,102,103,gwtb,2019-01-31 09:22:06
23,111,12 weeks 6 days ago,9,10,10,choptank,2019-01-31 09:22:06
none (start up),none (start up),none (start up),2,0,0,healthyoutcomeswin,2019-01-31 09:22:06
38,47,2 years 6 weeks ago,31,0,0,bc-historyofmoney,2019-01-31 09:22:06
none (start up),none (start up),none (start up),1,0,0,hopexchange,2019-01-31 09:22:06
49,106,1 year 38 weeks ago,42,3,3,hour4ourworld,2019-01-31 09:22:06
25,60,22 weeks 6 days ago,38,19,19,hourcommunityinterfaith,2019-01-31 09:22:06
116,117,1 week 2 days ago,50,9,9,isiinc,2019-01-31 09:22:06
16,49,21 weeks 2 days ago,66,8,8,jeffersoncommunity,2019-01-31 09:22:06
117,189,1 year 5 weeks ago,37,3,3,jerseyshore,2019-01-31 09:22:06
2199,11174,19 hours 26 min ago,119,74,83,kaitaia,2019-01-31 09:22:06
none (start up),none (start up),none (start up),3,0,0,kapiti50,2019-01-31 09:22:06
none (start up),none (start up),none (start up),1,0,0,klc,2019-01-31 09:22:06
1,2,3 years 26 weeks ago,4,0,0,khokha,2019-01-31 09:22:06
72,179,24 weeks 3 days ago,121,15,20,letsbmore,2019-01-31 09:22:06
none (start up),none (start up),none (start up),11,0,0,margination,2019-01-31 09:22:06
5,5,1 year 49 weeks ago,6,0,0,meadville,2019-01-31 09:22:06
1386,4336,12 hours 59 min ago,153,47,81,midcanterbury,2019-01-31 09:22:06
161,414,3 years 16 weeks ago,29,1,1,mk,2019-01-31 09:22:06
2,4,2 years 15 weeks ago,5,0,0,mttimeexchange,2019-01-31 09:22:06
117,371,17 weeks 4 days ago,67,10,5,murihiku,2019-01-31 09:22:06
none (start up),none (start up),none (start up),17,0,0,mwdi,2019-01-31 09:22:06
263,2245,6 weeks 19 hours ago,467,18,9,nbnneighborhoodnetwork,2019-01-31 09:22:06
31,34,19 weeks 3 days ago,18,9,4,piedmont,2019-01-31 09:22:06
none (start up),none (start up),none (start up),3,0,0,theneighborhoodvillage,2019-01-31 09:22:06
53,152,2 years 41 weeks ago,17,0,0,nerd,2019-01-31 09:22:06
204,347,14 hours 59 min ago,127,38,28,nether-swarthmore,2019-01-31 09:22:06
784,2072,2 days 21 hours ago,145,63,59,nrv,2019-01-31 09:22:06
1217,2807,3 days 9 hours ago,362,156,156,nola,2019-01-31 09:22:06
none (start up),none (start up),none (start up),5,2,2,norman,2019-01-31 09:22:06
none (start up),none (start up),none (start up),3,0,0,ncc,2019-01-31 09:22:06
1613,4291,2 weeks 10 hours ago,137,35,26,northwestnewjersey,2019-01-31 09:22:06
31,86,3 years 25 weeks ago,87,0,0,oahu,2019-01-31 09:22:06
60,106,10 weeks 3 days ago,40,32,23,ojai,2019-01-31 09:22:06
16454,49351,1 day 13 hours ago,163,199,194,orexchange,2019-01-31 09:22:06
2778,7396,9 weeks 5 days ago,74,8,8,otaki,2019-01-31 09:22:06
10,23,2 years 45 weeks ago,6,1,1,ourcommunity,2019-01-31 09:22:06
49,253,1 year 49 weeks ago,32,0,0,oscab,2019-01-31 09:22:06
160,231,1 year 40 weeks ago,44,14,14,washingtoncountywi,2019-01-31 09:22:06
5,8,3 years 42 weeks ago,19,18,18,pay4wardbank,2019-01-31 09:22:06
11982,41294,3 hours 20 min ago,164,50,71,patb,2019-01-31 09:22:06
177,406,1 week 1 day ago,24,5,8,porirua,2019-01-31 09:22:06
none (start up),none (start up),none (start up),2,0,0,pridestl,2019-01-31 09:22:06
363,864,2 years 12 hours ago,77,5,8,projectbunbury,2019-01-31 09:22:06
107,344,2 weeks 2 days ago,32,43,46,reciprocity,2019-01-31 09:22:06
3,7,1 year 35 weeks ago,12,0,0,rvtb,2019-01-31 09:22:06
none (start up),none (start up),none (start up),5,3,3,scouts,2019-01-31 09:22:06
1986,4572,12 hours 9 min ago,216,127,132,sebastopolarea,2019-01-31 09:22:06
5161,16941,2 years 30 weeks ago,157,0,0,sobrantepark,2019-01-31 09:22:06
132,504,26 min 19 sec ago,23,16,8,springhillfl,2019-01-31 09:22:06
2,29856,28 weeks 5 days ago,9,2,2,spurt,2019-01-31 09:22:06
3359,7917,4 hours 20 min ago,170,181,211,stpete,2019-01-31 09:22:06
2,7,18 weeks 4 days ago,126,5,4,startribehours,2019-01-31 09:22:06
1967,4763,18 hours 16 min ago,51,106,95,swel,2019-01-31 09:22:06
29,149,38 weeks 1 day ago,28,16,9,takomatime,2019-01-31 09:22:06
12,52,47 weeks 2 days ago,12,17,16,taneycounty,2019-01-31 09:22:06
2550,5796,11 hours 59 sec ago,294,65,63,taranaki,2019-01-31 09:22:06
1,2,13 weeks 3 days ago,19,1,2,thecommunityproject,2019-01-31 09:22:06
3016,6126,16 hours 17 min ago,268,44,37,huttsouth,2019-01-31 09:22:06
11930,153380,2 days 15 hours ago,861,16,29,lyttelton,2019-01-31 09:22:06
1,2,2 years 1 week ago,10,1,1,sanctuaryseniorvillage,2019-01-31 09:22:06
4512,7863,7 weeks 2 days ago,65,161,161,tierrasanta,2019-01-31 09:22:06
3,3,3 years 26 weeks ago,18,0,0,galesburgil,2019-01-31 09:22:06
446,1950,1 year 13 weeks ago,209,2,2,westmilford,2019-01-31 09:22:06
495,952,2 days 3 hours ago,119,87,86,stannsbay,2019-01-31 09:22:06
21,42,12 weeks 3 days ago,16,1,4,kaikoura,2019-01-31 09:22:06
4541,28678,2 days 13 hours ago,177,80,85,mainetime,2019-01-31 09:22:06
26,647,13 weeks 3 days ago,24,3,3,newzealand,2019-01-31 09:22:06
95,61,2 years 3 weeks ago,79,1,1,tbfredericton,2019-01-31 09:22:06
